Sample Number	Sample	Substrate category	Food type	Metabolomics	Metagenomics	NFkB_bioassay	RNAseq	ingredients	producer	main ingredient	Sample notes	all_ingredients	main_ingredient_organic_status	producer	producer_country	dominant_fermentation_chemistry	foodon_high	foodon_mid	foodon_specific	foodon_parent_label	foodon_grandparent_label	foodon_lineage	foodon_specific_canonical_id
FF0176	Mani pitted castelvetrano olives	Fruit	olives	yes	yes	2	2	castelvetrano olives, salt	Mani Bläuel	olive		castelvetrano olives, salt	not_organic	Mani Bläuel	Greece	lactic acid	plant-based food product	fermented plant product	fermented olives	unknown	unknown	fermented olives > plant food product	unknown
FF0177	Berkeley Bowl kalamata olives pitted	Fruit	olives	yes	yes	2	2	kalamata olives, salt	Berkeley Bowl	olive		kalamata olives, salt	not_organic	Berkeley Bowl	Greece	lactic acid	plant-based food product	fermented plant product	fermented olives	unknown	unknown	fermented olives > plant food product	unknown
FF0178	Golden State Pickle Works cabbage w/ caraway	Vegetable	sauerkraut	yes	yes	2	2	organic cabbage, organic caraway, salt	Golden State Pickle Works	cabbage		organic cabbage, organic caraway, salt	organic	Golden State Pickle Works	US	lactic acid	plant-based food product	fermented vegetable product	sauerkraut	pickled cabbage food product	cabbage food product	sauerkraut > pickled cabbage food product > cabbage food product > plant food product	FOODON:03301397
FF0179	Dragonfly preserved bean curd in chili oil	Soy	fermented tofu	yes	yes	2	2	BEAN CURD, SESAME OIL, CHILI OIL, SALT, SUGAR	Dragonfly	soybean		BEAN CURD, SESAME OIL, CHILI OIL, SALT, SUGAR	not_organic	Dragonfly	Taiwan	mixed lactic acid/other	plant-based food product	fermented legume product	fermented tofu	fermented bean product	bean food product	fermented tofu > fermented bean product > bean food product > plant food product	unknown
FF0180	NY natto black	Soy	natto		yes	2	2	black soybeans, bacillus subtilis culture	New York Natto	soybean		organic black soybeans, bacillus subtilis culture	organic	New York Natto	US	alkaline	plant-based food product	fermented legume product	natto	fermented soybean food product	fermented bean product	nattō > fermented soybean food product > fermented bean product > plant food product	FOODON:00002870
FF0181	Lightlife organic tempeh original	Soy	tempeh	yes	failed	2	2	soybeans, tempeh culture	Lightlife	soybean													
FF0183	Fra'mani salametto salame	Meat	salami	yes	yes	2	2	Pork, sea salt, and contains 2% or less of wine, celery powder, dextrose, garlic, pepper, lactic acid starter culture	Fra’ Mani	pork		Pork, sea salt, and contains 2% or less of wine, celery powder, dextrose, garlic, pepper, lactic acid starter culture	not_organic	Fra’ Mani	US	lactic acid	animal-based food product	fermented meat product	salami	luncheon meat	animal product sausage	salami > luncheon meat > animal product sausage > animal food product	FOODON:03312067
FF0184	Journeyman meat co saucisson sec salame	Meat	salami	yes	yes	2	2	pork, garlic, white wine, salt, spices, cultures	Journeyman Meat Co.	pork		pork, garlic, white wine, salt, spices, cultures	not_organic	Journeyman Meat Co.	US	lactic acid	animal-based food product	fermented meat product	salami	luncheon meat	animal product sausage	salami > luncheon meat > animal product sausage > animal food product	FOODON:03312067
FF0187	Equal Exchange 92% cacao total eclipse chocolate	Fruit	chocolate	yes		2	2	Organic Chocolate Liquor, Organic Cocoa Butter, Organic Raw Cane Sugar, Organic Ground Vanilla Beans	Equal Exchange	cacao													
FF0188	Taza 95% dark chocolate wicked dark chocolate	Fruit	chocolate	yes		2	2	Organic Cacao Beans, Organic Cane Sugar	Taza	cacao													
FF0190	Alter Eco total blackout 100% cacao chocolate	Fruit	chocolate	yes		2	2	organic cacao beans, organic cacao butter	Alter Eco	cacao													
FF0191	The Tao of Tea organic Topaz puer	Vegetable	tea	yes	yes	2	2	Organic Puer Tea Leaves	The Tao of Tea	tea		Organic Puer Tea Leaves	organic	The Tao of Tea	China	mixed/other	plant-based food product	fermented tea product	post-fermented tea	tea based beverage product	nonfermented plant derived beverage product	post-fermented tea > tea based beverage product > nonfermented plant derived beverage product > plant food product	unknown
FF0192	Braggs apple cider vinegar	fruit	vinegar		yes	2	2	organic apple cider vinegar	Braggs	apple		organic apple cider vinegar	organic	Braggs	US	acetic acid	plant-based food product	fermented condiment	vinegar	vinegar food product	condiment	vinegar > vinegar food product > condiment > plant food product	FOODON:03301705
FF0198	Cafe Colucci injera batter	grain	injera		yes	2	2	teff	Cafe Colucci	teff	(microbial sample from FF0199)	teff	not_organic	Cafe Colucci	US	mixed lactic/ethanolic	plant-based food product	fermented grain product	injera	plant derived fermented beverage	fermented beverage	injera > plant derived fermented beverage > fermented beverage > plant food product	unknown
FF0199	Cafe Colucci injera cooked	Grain	injera	yes		2	2	teff	Cafe Colucci	teff													
FF0200	Wise Goat honey fermented garlic	Vegetable	pickled vegetable		yes	2	2	organic honey, organic garlic	Wise Goat	garlic		organic honey, organic garlic	organic	Wise Goat	US	lactic acid	plant-based food product	fermented vegetable product	lactic acid fermented vegetable	food (fermented)	food material by process	lactic acid fermented vegetable > food (fermented) > food material by process > plant food product	unknown
FF0201	Cultured Pickle Indian pickled limes	Fruit	pickled fruit	yes	failed	2	2	limes, salt, spices	Cultured Pickle	lime													
FF0202	Cultured Pickle Chile paste	Fruit	fermented chili paste	yes	yes	2	2	chiles, salt	Cultured Pickle	chile		chiles, salt	organic	Cultured Pickle	US	lactic acid	plant-based food product	fermented condiment	fermented chili paste	hot pepper food product	pepper vegetable food product	chili paste > hot pepper food product > pepper vegetable food product > plant food product	FOODON:03315435
FF0203	Cultured Pickle umeboshi	Fruit	pickled fruit	yes	failed	2	2	plums, salt, shiso	Cultured Pickle	plum													
FF0204	Wild West Ferments spicy Italian pickle	Fruit	dill pickle	yes	yes	2	2	organic cucumbers, unrefined sea salt, organic fennel, organic celery seed, organic chili flakes, calcium chloride	Wild West Ferments	cucumber		organic cucumbers, unrefined sea salt, organic fennel, organic celery seed, organic chili flakes, calcium chloride	organic	Wild West Ferments	US	lactic acid	plant-based food product	fermented vegetable product	lactic acid fermented cucumber	food (fermented)	food material by process	lactic acid fermented cucumber > food (fermented) > food material by process > plant food product	unknown
FF0205	Wild West Ferments preserved lemon	Fruit	pickled fruit	yes	failed	2	2	lemons, salt	Wild West Ferments	lemon													
FF0206	Wild West Ferments Chili paste	Fruit	fermented chili paste	yes	yes	2	2	Organic chilis, organic beets, unrefined sea salt	Wild West Ferments	chile		Organic chilis, organic beets, unrefined sea salt	organic	Wild West Ferments	US	lactic acid	plant-based food product	fermented condiment	fermented chili paste	hot pepper food product	pepper vegetable food product	chili paste > hot pepper food product > pepper vegetable food product > plant food product	FOODON:03315435
FF0209	Taro brand sour poi	Vegetable	poi	yes	yes	2	2	taro	Taro Brand	taro		taro	not_organic	Taro Brand	US	lactic acid	plant-based food product	fermented root product	poi	taro food product	plant root vegetable food product	poi > taro food product > plant root vegetable food product > plant food product	FOODON:03307023
FF0210	Cultured spicy okra	Fruit	pickled vegetable		yes	2	2	okra, chili, salt	Cultured Pickle	okra		okra, chili, salt	organic	Cultured Pickle	US	lactic acid	plant-based food product	fermented fruit product	lactic acid fermented fruit	food (fermented)	food material by process	lactic acid fermented fruit > food (fermented) > food material by process > plant food product	unknown
FF0211	Kopabana cassava fufu	Grain	fufu	yes	yes	2	2	cassava	Kopabana	cassava		cassava	not_organic	Kopabana	Cameroon	lactic acid	plant-based food product	fermented root product	fufu	unknown	unknown	fufu > plant food product	unknown
FF0212	Kopabana cassava couscous / attieke	Grain	attieke	yes	failed	2	2	cassava	Kopabana	cassava													
FF0213	Wala ga kenkey	Grain	kenkey	yes	failed	2	2	corn	Wala Ga	corn													
FF0216	Barrio fiesta bagoong hipon	Meat - Fish	fermented shrimp paste	yes	failed	2	2	shrimp, garlic,onion, corn oil,salt,sugar, vinegar,chili, monosodium glutamate(as flavor enhancer), citric acid	Barrio Fiesta	shrimp													
FF0218	Burlap & Barrel white peppercorns	Fruit	peppercorn	yes	yes	2	2	white pepper	Burlap & Barrel	pepper		white pepper	not_organic	Burlap & Barrel	Indonesia	mixed/unknown	plant-based food product	spice product	peppercorn	black or white pepper product	peppercorn food product	peppercorn > black or white pepper product > peppercorn food product > plant food product	FOODON:03310070
FF0219	Burlap & Barrel Iru	Legume	iru	yes	yes	2	2	locust beans	Burlap & Barrel	locust bean		locust beans	not_organic	Burlap & Barrel	Nigeria	alkaline	plant-based food product	fermented legume product	iru	fermented bean product	bean food product	iru > fermented bean product > bean food product > plant food product	unknown
FF0220	Elizabeth Sourdough	Grain	sourdough	yes	yes	2	2	wheat flour	Elizabeth’s	wheat		wheat flour	not_organic	Elizabeth’s	US	mixed lactic/ethanolic	plant-based food product	fermented grain product	sourdough bread	bread loaf containing wheat	wheat bread food product	sourdough bread > bread loaf containing wheat > wheat bread food product > plant food product	FOODON:03302481
FF0221	Shastha Foods Idli/Idli batter	Grain	idli	yes	yes	2	2	Idly rice, parboiled rice, urad dal, salt	Shastha Foods	rice		Idly rice, parboiled rice, urad dal, salt	not_organic	Shastha Foods	US	mixed lactic/ethanolic	plant-based food product	fermented grain batter	idli	unknown	unknown	idli > plant food product	unknown
FF0222	Grandios Yellow pap/ogi	Grain	ogi	yes	yes	2	2	corn	Grandios	corn		corn	not_organic	Grandios	Nigeria	mixed lactic/ethanolic	plant-based food product	fermented grain product	ogi	cereal grain food product	plant seed food product	ogi > cereal grain food product > plant seed food product > plant food product	FOODON:03310291
FF0223	Chantle Sourdough	Grain	sourdough	yes	yes	2	2	wheat flour	Chantle	wheat		wheat flour	not_organic	Chantle	US	mixed lactic/ethanolic	plant-based food product	fermented grain product	sourdough bread	bread loaf containing wheat	wheat bread food product	sourdough bread > bread loaf containing wheat > wheat bread food product > plant food product	FOODON:03302481
FF0224	CJ Doenjang	Soy	Doenjang	yes	yes	2	2	WATER, SOYBEAN, WHEAT FLOUR, SALT, FERMENTED SOYBEAN POWDER, COOKING RICE WINE, WHEAT, SOYBEAN POWDER, MALT, DISODIUM INOSINATE, DISODIUM GUANYLATE	CJ CheilJedang	soybean		SOYBEAN, WHEAT FLOUR, SALT, FERMENTED SOYBEAN POWDER, COOKING RICE WINE, WHEAT, SOYBEAN POWDER, MALT, DISODIUM INOSINATE, DISODIUM GUANYLATE	not_organic	CJ CheilJedang	South Korea	mixed (koji/legume)	plant-based food product	fermented legume product	doenjang	fermented bean product	bean food product	doenjang > fermented bean product > bean food product > plant food product	unknown
FF0225	Rachel Sourdough	Grain	sourdough	yes		2	2	wheat flour	Rachel	wheat													
FF0227	Mango pickle	fruit	pickled fruit	yes	failed	2	2	mango, salt, sesame oil, mustard, turmeric, fenugreek, ground chili, compounded asafoetida, acetic acid, citric acid	Bedekar	mango													
FF0228	Bayley Hazen Blue cheese	Dairy	cheese	yes	yes	2	2	cow’s milk, salt, cultures, rennet	Jasper Hill Farm	milk		cow’s milk, salt, cultures, rennet	not_organic	Jasper Hill Farm	US	lactic acid	animal-based food product	fermented milk product	kefir	kefir food product	cultured dairy product	kefir > kefir food product > cultured dairy product > animal food product	FOODON:03310290
FF0229	Cabot Clothbound cheese	Dairy	cheese	yes	yes	2	2	cow’s milk, salt, cultures, rennet	Jasper Hill Farm	milk		cow’s milk, salt, cultures, rennet	not_organic	Jasper Hill Farm	US	lactic acid	animal-based food product	cheese	cheese	cheese food product	dairy food product	cheese > cheese food product > dairy food product > animal food product	FOODON:03000287
FF0230	Alpha Tolman cheese	Dairy	cheese	yes	yes	2	2	cow’s milk, salt, cultures, rennet	Jasper Hill Farm	milk		cow’s milk, salt, cultures, rennet	not_organic	Jasper Hill Farm	US	lactic acid	animal-based food product	cheese	cheese	cheese food product	dairy food product	cheese > cheese food product > dairy food product > animal food product	FOODON:03000287
FF0231	Moses Sleeper cheese	Dairy	cheese	yes	yes	2	2	cow’s milk, salt, cultures, rennet	Jasper Hill Farm	milk		cow’s milk, salt, cultures, rennet	not_organic	Jasper Hill Farm	US	lactic acid	animal-based food product	cheese	cheese	cheese food product	dairy food product	cheese > cheese food product > dairy food product > animal food product	FOODON:03000287
FF0232	Harbison Cheese	Dairy	cheese	yes	yes	2	2	cow’s milk, salt, cultures, rennet	Jasper Hill Farm	milk		cow’s milk, salt, cultures, rennet	not_organic	Jasper Hill Farm	US	lactic acid	animal-based food product	cheese	cheese	cheese food product	dairy food product	cheese > cheese food product > dairy food product > animal food product	FOODON:03000287
FF0233	Winnimere cheese	Dairy	cheese	yes	yes	2	2	cow’s milk, salt, cultures, rennet	Jasper Hill Farm	milk		cow’s milk, salt, cultures, rennet	not_organic	Jasper Hill Farm	US	lactic acid	animal-based food product	cheese	cheese	cheese food product	dairy food product	cheese > cheese food product > dairy food product > animal food product	FOODON:03000287
FF0234	Gochujang	fruit	fermented chili paste	yes	yes	2	2	Premium Gochujang (Sweet Rice Powder, Salt, Fermented Soybean Flour, Malt Syrup, Chile Pepper Flakes), Toasted Sesame Oil, Unrefined Sugar, Water, Sesame Seeds, Ginger Puree, Garlic Puree, Soy Sauce (Water, Wheat, Soybeans, Salt).	Mother-in-Law’s	chile		Premium Gochujang (Sweet Rice Powder, Salt, Fermented Soybean Flour, Malt Syrup, Chile Pepper Flakes), Toasted Sesame Oil, Unrefined Sugar, Water, Sesame Seeds, Ginger Puree, Garlic Puree, Soy Sauce (Water, Wheat, Soybeans, Salt).	not_organic	Mother-in-Law’s	US	lactic acid	plant-based food product	fermented condiment	fermented chili paste	hot pepper food product	pepper vegetable food product	chili paste > hot pepper food product > pepper vegetable food product > plant food product	FOODON:03315435
FF0235	Turmeric, Ginger, Jalepeno sauerkraut	Vegetable	sauerkraut		yes	2	2	Organic Cabbage, Organic Turmeric, Organic Jalapeño, Sea Salt, Organic Ginger,	Local Culture	cabbage		Organic Cabbage, Organic Turmeric, Organic Jalapeño, Sea Salt, Organic Ginger,	organic	Local Culture	US	lactic acid	plant-based food product	fermented vegetable product	sauerkraut	pickled cabbage food product	cabbage food product	sauerkraut > pickled cabbage food product > cabbage food product > plant food product	FOODON:03301397
FF0236	morel mushroom miso	soy	miso	yes	yes	2	2	Rancho Gordo chickpeas, organic kokuho rose rice, wild foraged morel mushrooms, sea salt, water, koji culture	Shared Cultures	chickpea		Rancho Gordo chickpeas, organic kokuho rose rice, wild foraged morel mushrooms, sea salt, water, koji culture	organic	Shared Cultures	US	mixed koji/lactic acid/other	plant-based food product	fermented legume product	miso	miso food product	fermented soybean food product	miso > miso food product > fermented soybean food product > plant food product	FOODON:00003208
FF0237	cultured sea kraut	Vegetable	sauerkraut	yes	yes	2	2	organic green cabbage, organic gold beet, organic burdock, organic ginger, organic hijiki, organic arame, organic dulse, celtic sea salt	Cultured Pickle	cabbage		organic green cabbage, organic gold beet, organic burdock, organic ginger, organic hijiki, organic arame, organic dulse, celtic sea salt	organic	Cultured Pickle	US	lactic acid	plant-based food product	fermented vegetable product	sauerkraut	pickled cabbage food product	cabbage food product	sauerkraut > pickled cabbage food product > cabbage food product > plant food product	FOODON:03301397
FF0238	amazake	grain	amazake	yes	yes	2	2	rice, koji	Cultured Pickle	rice		organic rice, koji	organic	Cultured Pickle	US	koji	plant-based food product	fermented grain beverage	amazake	plant derived fermented beverage	fermented beverage	amazake > plant derived fermented beverage > fermented beverage > plant food product	unknown
FF0239	jalapeno kasuzuke (18mo)	fruit/grain	kasuzuke	yes	yes	2	2	organic jalapeno, sake lees, salt	Cultured Pickle	rice		organic jalapeno, sake lees, salt	organic	Cultured Pickle	US	mixed ethanolic/lactic acid/other	plant-based food product	fermented vegetable product	kasuzuke	food (fermented)	food material by process	kasuzuke > food (fermented) > food material by process > plant food product	unknown
FF0240	kabocha kasuzuke (5yr)	fruit/grain	kasuzuke		yes	0	0	organic kabocha squash, sake lees, salt	Cultured Pickle	rice		organic kabocha squash, sake lees, salt	organic	Cultured Pickle	US	mixed ethanolic/lactic acid/other	plant-based food product	fermented vegetable product	kasuzuke	food (fermented)	food material by process	kasuzuke > food (fermented) > food material by process > plant food product	unknown
FF0241	beet kombucha	sugar	kombucha		yes	2	2	tea, beet, yuzu, mint, sugar	Cultured Pickle	sugar		tea, beet, yuzu, mint, sugar	organic	Cultured Pickle	US	acetic acid	plant-based food product	fermented tea beverage	kombucha	tea beverage (liquid)	tea based beverage product	kombucha tea > tea beverage (liquid) > tea based beverage product > plant food product	FOODON:03311874
FF0242	carrot nukazuke	vegetable/grain	nukazuke	yes	yes	2	2	carrots, rice bran, salt	Cultured Pickle	rice		carrots, rice bran, salt	organic	Cultured Pickle	US	lactic acid	plant-based food product	fermented vegetable product	nukazuke	food (fermented)	food material by process	nukazuke > food (fermented) > food material by process > plant food product	unknown
FF0243	Filmjolk yogurt	Dairy	yogurt	yes	yes	2	2	milk, live active cultures	Cultures for Health 	milk		organic milk, live active cultures	organic	Cultures for Health 	US	lactic acid	animal-based food product	fermented milk product	yogurt	fermented dairy food product	dairy food product	yogurt food product > fermented dairy food product > dairy food product > animal food product	FOODON:00001014
FF0244	Matsoni yogurt	Dairy	yogurt	yes	yes	0	0	milk, live active cultures	Cultures for Health 	milk		organic milk, live active cultures	organic	Cultures for Health 	US	lactic acid	animal-based food product	fermented milk product	yogurt	fermented dairy food product	dairy food product	yogurt food product > fermented dairy food product > dairy food product > animal food product	FOODON:00001014
FF0245	Piima yogurt	Dairy	yogurt	yes	yes	2	2	milk, live active cultures	Cultures for Health 	milk		organic milk, live active cultures	organic	Cultures for Health 	US	lactic acid	animal-based food product	fermented milk product	yogurt	fermented dairy food product	dairy food product	yogurt food product > fermented dairy food product > dairy food product > animal food product	FOODON:00001014
FF0246	Viili yogurt	dairy	yogurt	yes	yes	2	2	milk, live active cultures	Cultures for Health 	milk		organic milk, live active cultures	organic	Cultures for Health 	US	lactic acid	animal-based food product	fermented milk product	yogurt	fermented dairy food product	dairy food product	yogurt food product > fermented dairy food product > dairy food product > animal food product	FOODON:00001014
FF0247	kefir	Dairy	yogurt	yes		2	2	milk, kefir grains	Cultures for Health 	milk													
FF0248	dosa batter	Grain/legume	dosa		yes	2	2	Idly rice, parboiled rice, urad dal, salt	Shastha Foods	rice	(microbial sample from FF0249)												
FF0249	dosa	Grain/legume	dosa	yes		0	0	Idly rice, parboiled rice, urad dal, salt	Shastha Foods	rice		Idly rice, parboiled rice, urad dal, salt	not_organic	Shastha Foods	US	mixed lactic/ethanolic	plant-based food product	fermented grain batter	dosa	multi-component rice food product	multi-component plant food product	dosa > multi-component rice food product > multi-component plant food product > plant food product	FOODON:03311571
FF0250	millet dosa batter	Grain/legume	dosa		yes	2	2	little millet, kodo millet, barnyard millet, foxtail millet, urad dal, salt	Shastha Foods	millet	(microbial sample from FF0251)												
FF0251	millet dosa	Grain/legume	dosa	yes		2	2	little millet, kodo millet, barnyard millet, foxtail millet, urad dal, salt	Shastha Foods	millet		little millet, kodo millet, barnyard millet, foxtail millet, urad dal, salt	not_organic	Shastha Foods	US	mixed lactic/ethanolic	plant-based food product	fermented grain batter	dosa	multi-component rice food product	multi-component plant food product	dosa > multi-component rice food product > multi-component plant food product > plant food product	FOODON:03311571
FF0252	kefir grains 	dairy	kefir		yes	0	0	kefir grains	Cultures for Health	milk	(microbial sample from FF0247)	kefir grains	organic	Cultures for Health	US	lactic acid	animal-based food product	fermented milk product	kefir	kefir food product	cultured dairy product	kefir > kefir food product > cultured dairy product > animal food product	FOODON:03310290
FF0253	water kefir grains	sugar	water kefir		yes	0	0	water kefir grains	Cultures for Health	sugar	(microbial sample from FF0254)	water kefir grains	organic	Cultures for Health	US	lactic acid	plant-based food product	fermented beverage	water kefir	beverage food product	food by meal type	water kefir > beverage food product > food by meal type > plant food product	unknown
FF0254	water kefir	sugar	water kefir			2	2	water kefir grains, organic cane sugar	Cultures for Health	sugar													
FF0255	bonito flakes (katsuobushi)	Meat - fish	katsuobushi	yes		0	0	skipjack tuna (katsuwonus pelamis)	Muso	tuna													
FF0256	fermented black beans (douchi)	soy	douchi	yes	yes	2	2	black soy beans, salt	Yunhai	soybean		black soy beans, salt	not_organic	Yunhai	Taiwan	mixed koji/unknown	plant-based food product	fermented legume product	douchi	fermented bean product	bean food product	douchi > fermented bean product > bean food product > plant food product	unknown
FF0257	black garlic	Vegetable	black garlic	yes	failed	0	0	organic garlic	Wise Goat Organics	garlic													
FF0258	sorghum dosa batter	Grain/legume	dosa		yes	0	0	sorghum millet, urad dal, salt	Shastha Foods	millet	(microbial sample from FF0259)	sorghum millet, urad dal, salt	not_organic	Shastha Foods	US	mixed lactic/ethanolic	plant-based food product	fermented grain batter	dosa	multi-component rice food product	multi-component plant food product	dosa > multi-component rice food product > multi-component plant food product > plant food product	FOODON:03311571
FF0259	sorghum dosa cooked	Grain/legume	dosa			0	0	sorghum millet, urad dal, salt	Shastha Foods	millet													
FF0260	ragi dosa batter	Grain/legume	dosa		yes	0	0	Ragi flour, parboiled rice, urad dal, salt, water, ginger, chilli & curry leaves	Shastha Foods	millet	(microbial sample from FF0261)	Ragi flour, parboiled rice, urad dal, salt, water, ginger, chilli & curry leaves	not_organic	Shastha Foods	US	mixed lactic/ethanolic	plant-based food product	fermented grain batter	dosa	multi-component rice food product	multi-component plant food product	dosa > multi-component rice food product > multi-component plant food product > plant food product	FOODON:03311571
FF0261	ragi dosa (cooked)	Grain/legume	dosa			0	0	Ragi flour, parboiled rice, urad dal, salt, water, ginger, chilli & curry leaves	Shastha Foods	millet													
FF0262	Kelly Franson amazake	Grain	amazake					Rice, koji	Kelly	rice		rice, koji	organic	Cultured Pickle	US	koji	plant-based food product	fermented grain beverage	amazake	plant derived fermented beverage	fermented beverage	amazake > plant derived fermented beverage > fermented beverage > plant food product	unknown
